InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579188,22174,PHOTO CUBE,3,2011-11-28 15:34:00,1.65,12748.0,United Kingdom
553463,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-05-17 11:02:00,1.25,13488.0,United Kingdom
571441,22568,FELTCRAFT CUSHION OWL,1,2011-10-17 13:31:00,7.46,14096.0,United Kingdom
537219,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,2,2010-12-05 15:47:00,4.25,14081.0,United Kingdom
573576,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-10-31 14:09:00,7.46,14096.0,United Kingdom
539142,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-12-16 11:35:00,7.95,14849.0,United Kingdom
551532,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-05-01 14:17:00,1.25,16554.0,United Kingdom
537382,35953,FOLKART STAR CHRISTMAS DECORATIONS,1,2010-12-06 13:13:00,1.25,16710.0,United Kingdom
565416,23292,SPACEBOY CHILDRENS CUP,8,2011-09-04 12:00:00,1.25,12710.0,Germany
547537,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-03-23 15:16:00,0.85,13534.0,United Kingdom
574560,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-11-04 15:51:00,0.65,17703.0,United Kingdom
567186,22099,CARAVAN SQUARE TISSUE BOX,2,2011-09-18 16:04:00,0.39,17073.0,United Kingdom
571505,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,2011-10-17 15:19:00,0.29,17244.0,United Kingdom
573576,21039,RED RETROSPOT SHOPPING BAG,2,2011-10-31 14:09:00,5.79,14096.0,United Kingdom
554842,22469,HEART OF WICKER SMALL,12,2011-05-26 18:17:00,1.65,14740.0,United Kingdom
540022,22470,HEART OF WICKER LARGE,12,2011-01-04 12:57:00,2.95,17188.0,United Kingdom
576665,23203,JUMBO BAG VINTAGE DOILY ,6,2011-11-16 11:46:00,2.08,17841.0,United Kingdom
559543,22563,HAPPY STENCIL CRAFT,1,2011-07-10 13:46:00,1.25,17126.0,United Kingdom
573923,23084,RABBIT NIGHT LIGHT,5,2011-11-02 09:31:00,2.08,17965.0,United Kingdom
543387,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,2011-02-08 09:41:00,2.55,14646.0,Netherlands
555124,21161,KEEP OUT BOYS DOOR HANGER ,2,2011-05-31 15:26:00,1.45,18204.0,United Kingdom
560251,21843,RED RETROSPOT CAKE STAND,2,2011-07-17 12:32:00,10.95,17774.0,United Kingdom
543914,22491,PACK OF 12 COLOURED PENCILS,2,2011-02-14 13:19:00,0.85,14715.0,United Kingdom
576339,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-14 15:27:00,3.29,14096.0,United Kingdom
551199,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-04-27 11:30:00,0.42,13018.0,United Kingdom
547785,22035,VINTAGE CARAVAN GREETING CARD ,24,2011-03-25 11:41:00,0.42,13097.0,United Kingdom
579754,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-30 14:52:00,2.1,17911.0,United Kingdom
574883,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-11-07 13:56:00,4.95,14623.0,United Kingdom
554348,22921,HERB MARKER CHIVES ,12,2011-05-24 08:49:00,0.65,13523.0,United Kingdom
568376,15056BL,EDWARDIAN PARASOL BLACK,24,2011-09-26 17:20:00,5.95,14031.0,United Kingdom
581376,22360,GLASS JAR ENGLISH CONFECTIONERY,4,2011-12-08 12:43:00,2.95,14719.0,United Kingdom
581126,22074,6 RIBBONS SHIMMERING PINKS ,24,2011-12-07 12:43:00,0.39,18272.0,United Kingdom
570093,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-10-07 11:55:00,2.55,18096.0,United Kingdom
550289,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-04-15 14:32:00,0.65,13880.0,United Kingdom
550459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-18 13:17:00,2.95,18116.0,United Kingdom
541038,22795,SWEETHEART RECIPE BOOK STAND,1,2011-01-13 12:10:00,6.75,16395.0,United Kingdom
581439,21650,ASSORTED TUTTI FRUTTI BRACELET,1,2011-12-08 16:30:00,0.83,,United Kingdom
576088,22979,PANTRY WASHING UP BRUSH,48,2011-11-14 08:41:00,1.93,17450.0,United Kingdom
574328,23503,PLAYING CARDS KEEP CALM & CARRY ON,24,2011-11-04 09:05:00,1.25,13081.0,United Kingdom
567670,DOT,DOTCOM POSTAGE,1,2011-09-21 15:32:00,220.5,,United Kingdom
559469,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-07-08 13:37:00,4.95,15182.0,United Kingdom
574265,21914,BLUE HARMONICA IN BOX ,12,2011-11-03 14:17:00,1.25,15605.0,United Kingdom
580910,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,96,2011-12-06 13:29:00,2.95,13225.0,United Kingdom
548353,22293,HANGING CHICK GREEN DECORATION,24,2011-03-30 15:05:00,1.45,15980.0,United Kingdom
568183,17003,BROCADE RING PURSE ,2,2011-09-25 13:47:00,0.39,13991.0,United Kingdom
558707,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2011-07-01 12:58:00,0.39,12748.0,United Kingdom
546136,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-03-09 16:32:00,4.13,,United Kingdom
562031,23298,SPOTTY BUNTING,2,2011-08-01 17:37:00,4.95,16984.0,United Kingdom
569843,22210,WOOD STAMP SET BEST WISHES,1,2011-10-06 13:29:00,0.83,14449.0,United Kingdom
578278,23452,HEART MINI PORTRAIT FRAME,12,2011-11-23 13:51:00,1.95,12748.0,United Kingdom
558769,21888,BINGO SET,1,2011-07-03 14:58:00,3.75,17899.0,United Kingdom
562542,85049E,SCANDINAVIAN REDS RIBBONS,3,2011-08-05 15:40:00,1.25,17377.0,United Kingdom
541005,21931,JUMBO STORAGE BAG SUKI,2,2011-01-13 10:39:00,1.95,16161.0,United Kingdom
558420,21169,YOU'RE CONFUSING ME METAL SIGN ,3,2011-06-29 11:46:00,1.69,14577.0,United Kingdom
574916,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-11-07 16:19:00,1.65,16790.0,United Kingdom
538371,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10,2010-12-12 11:07:00,0.85,15570.0,United Kingdom
571824,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-10-19 11:49:00,4.15,12472.0,Germany
544368,21746,SMALL RED RETROSPOT WINDMILL,10,2011-02-18 11:27:00,1.25,14057.0,United Kingdom
543358,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-02-07 14:04:00,2.46,,United Kingdom
567199,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-19 10:13:00,3.75,17058.0,United Kingdom
562042,22961,JAM MAKING SET PRINTED,36,2011-08-02 10:19:00,1.45,13075.0,United Kingdom
567294,23396,LA JARDIN BOTANIQUE CUSHION COVER,4,2011-09-19 12:06:00,3.75,13774.0,United Kingdom
556531,21519,GIN & TONIC DIET GREETING CARD ,12,2011-06-13 11:49:00,0.42,15491.0,United Kingdom
556413,22766,PHOTO FRAME CORNICE,2,2011-06-10 12:01:00,2.95,16005.0,United Kingdom
536562,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2010-12-01 15:08:00,4.25,13468.0,United Kingdom
565649,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-05 16:27:00,8.5,16712.0,United Kingdom
574328,23234,BISCUIT TIN VINTAGE CHRISTMAS,12,2011-11-04 09:05:00,2.89,13081.0,United Kingdom
578534,23313,VINTAGE CHRISTMAS BUNTING,2,2011-11-24 14:51:00,4.95,15725.0,United Kingdom
542646,22843,BISCUIT TIN VINTAGE GREEN,1,2011-01-31 11:42:00,6.75,17220.0,United Kingdom
569565,23206,LUNCH BAG APPLE DESIGN,10,2011-10-05 09:52:00,1.65,16722.0,United Kingdom
570482,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2011-10-10 17:00:00,1.65,17459.0,United Kingdom
541881,22470,HEART OF WICKER LARGE,6,2011-01-24 10:43:00,2.95,14501.0,United Kingdom
575337,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,2011-11-09 14:11:00,0.42,17867.0,United Kingdom
568152,21992,VINTAGE PAISLEY STATIONERY SET,6,2011-09-25 11:40:00,1.25,16480.0,United Kingdom
553909,23298,SPOTTY BUNTING,3,2011-05-19 19:00:00,4.95,12951.0,United Kingdom
570235,23393,HOME SWEET HOME CUSHION COVER ,1,2011-10-09 14:30:00,3.75,13193.0,United Kingdom
544292,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-02-17 12:33:00,2.55,16745.0,United Kingdom
552887,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-05-12 10:22:00,2.55,13092.0,United Kingdom
538153,84558a,3D DOG PICTURE PLAYING CARDS,1,2010-12-09 16:31:00,5.91,,United Kingdom
578151,22960,JAM MAKING SET WITH JARS,6,2011-11-23 11:18:00,4.25,16020.0,United Kingdom
565932,22585,PACK OF 6 BIRDY GIFT TAGS,6,2011-09-08 10:35:00,1.25,16418.0,United Kingdom
551291,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,24,2011-04-27 14:26:00,0.72,14298.0,United Kingdom
561079,22079,RIBBON REEL HEARTS DESIGN ,2,2011-07-24 16:12:00,1.65,13956.0,United Kingdom
543055,22781,GUMBALL MAGAZINE RACK,2,2011-02-03 10:41:00,7.65,12502.0,Spain
577540,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,2011-11-20 14:28:00,1.25,14984.0,United Kingdom
575751,21380,WOODEN HAPPY BIRTHDAY GARLAND,18,2011-11-11 10:32:00,2.95,14911.0,EIRE
554940,23084,RABBIT NIGHT LIGHT,6,2011-05-27 13:49:00,2.08,12494.0,France
568697,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-09-28 14:57:00,3.75,16281.0,United Kingdom
538839,15056N,EDWARDIAN PARASOL NATURAL,1,2010-12-14 13:10:00,5.95,14606.0,United Kingdom
572652,22632,HAND WARMER RED RETROSPOT,12,2011-10-25 12:11:00,2.1,15805.0,United Kingdom
574298,22421,LIPSTICK PEN FUSCHIA,1,2011-11-03 15:56:00,0.83,,United Kingdom
566290,21499,BLUE POLKADOT WRAP,25,2011-09-11 15:24:00,0.42,14456.0,United Kingdom
565223,23172,REGENCY TEA PLATE PINK,12,2011-09-01 19:08:00,1.65,15410.0,United Kingdom
565472,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8,2011-09-05 10:15:00,1.45,16255.0,United Kingdom
568654,22776,SWEETHEART 3 TIER CAKE STAND ,2,2011-09-28 12:20:00,9.95,14911.0,EIRE
562779,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-08-09 12:58:00,2.1,17841.0,United Kingdom
580721,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-12-05 16:57:00,0.79,15274.0,United Kingdom
550974,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-21 17:10:00,1.25,13862.0,United Kingdom
556081,22094,RED RETROSPOT TISSUE BOX,1,2011-06-08 15:22:00,2.46,,United Kingdom
574920,22384,LUNCH BAG PINK POLKADOT,10,2011-11-07 16:34:00,1.65,13985.0,United Kingdom
571284,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-16 14:07:00,8.25,14562.0,United Kingdom
555567,22077,6 RIBBONS RUSTIC CHARM,12,2011-06-05 15:25:00,1.65,17050.0,United Kingdom
562277,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-08-04 10:24:00,2.95,17315.0,United Kingdom
580094,23283,DOORMAT VINTAGE LEAF,1,2011-12-01 14:50:00,8.25,15904.0,United Kingdom
543770,21495,SKULLS AND CROSSBONES WRAP,25,2011-02-11 15:39:00,0.42,13875.0,United Kingdom
C567689,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-09-21 16:49:00,6.95,17434.0,United Kingdom
552530,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-10 08:58:00,2.95,13055.0,United Kingdom
556917,22138,BAKING SET 9 PIECE RETROSPOT ,48,2011-06-15 13:37:00,4.25,12415.0,Australia
569238,23291,DOLLY GIRL CHILDRENS CUP,2,2011-10-02 15:52:00,1.25,17954.0,United Kingdom
577038,22631,CIRCUS PARADE LUNCH BOX ,2,2011-11-17 13:30:00,1.95,14796.0,United Kingdom
538003,22914,BLUE COAT RACK PARIS FASHION,6,2010-12-09 12:05:00,4.95,12429.0,Denmark
549155,22978,PANTRY ROLLING PIN,1,2011-04-06 17:08:00,7.46,,United Kingdom
580044,23104,IVORY CAFE HANGING LAMP ,1,2011-12-01 12:36:00,12.5,14869.0,United Kingdom
571296,82582,AREA PATROLLED METAL SIGN,1,2011-10-16 16:13:00,2.1,13760.0,United Kingdom
544466,22282,12 EGG HOUSE PAINTED WOOD,1,2011-02-20 15:43:00,12.75,14606.0,United Kingdom
545690,22077,6 RIBBONS RUSTIC CHARM,3,2011-03-06 12:46:00,1.65,13263.0,United Kingdom
552880,21773,DECORATIVE ROSE BATHROOM BOTTLE,12,2011-05-12 09:59:00,1.25,18245.0,United Kingdom
575117,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-11-08 14:22:00,0.65,12748.0,United Kingdom
559150,23284,DOORMAT KEEP CALM AND COME IN,2,2011-07-06 14:59:00,7.95,14002.0,United Kingdom
543235,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,16,2011-02-04 13:30:00,1.25,14462.0,United Kingdom
561209,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2011-07-25 16:57:00,5.79,,United Kingdom
544903,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-02-24 13:43:00,2.55,18065.0,United Kingdom
564756,22193,RED DINER WALL CLOCK,1,2011-08-30 10:33:00,16.63,,United Kingdom
539471,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2010-12-19 14:16:00,1.95,17358.0,United Kingdom
541139,21498,RED RETROSPOT WRAP ,25,2011-01-14 11:05:00,0.42,15213.0,United Kingdom
571559,23390,DOLLY GIRL MINI RUCKSACK,4,2011-10-18 09:32:00,4.15,14911.0,EIRE
572100,23462,ROCOCO WALL MIRROR WHITE,6,2011-10-20 15:45:00,16.95,16705.0,United Kingdom
561079,85014B,RED RETROSPOT UMBRELLA,1,2011-07-24 16:12:00,5.95,13956.0,United Kingdom
573808,23565,EGG CUP MILKMAID HELGA ,3,2011-11-01 11:29:00,1.25,14419.0,United Kingdom
548198,47593B,SCOTTIE DOGS BABY BIB,4,2011-03-29 16:05:00,0.39,16712.0,United Kingdom
553500,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,12,2011-05-17 12:58:00,3.25,17504.0,United Kingdom
581034,21931,JUMBO STORAGE BAG SUKI,10,2011-12-07 10:48:00,2.08,17049.0,United Kingdom
573585,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,2011-10-31 14:41:00,2.46,,United Kingdom
577358,22818,CARD CHRISTMAS VILLAGE,2,2011-11-18 15:59:00,0.42,,United Kingdom
C549019,22467,GUMBALL COAT RACK,-1,2011-04-05 15:22:00,2.55,12474.0,Germany
571411,22119,PEACE WOODEN BLOCK LETTERS,2,2011-10-17 12:33:00,6.95,17858.0,United Kingdom
557298,47566,PARTY BUNTING,8,2011-06-19 13:55:00,4.95,17519.0,United Kingdom
559011,22386,JUMBO BAG PINK POLKADOT,10,2011-07-05 12:50:00,2.08,17049.0,United Kingdom
553206,23108,SET OF 10 LED DOLLY LIGHTS,12,2011-05-16 08:16:00,5.39,14156.0,EIRE
561288,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-07-26 12:26:00,0.42,13379.0,United Kingdom
575983,20867,PINK ROSE FABRIC MIRROR,1,2011-11-13 13:45:00,1.25,13379.0,United Kingdom
579516,20719,WOODLAND CHARLOTTE BAG,2,2011-11-29 17:52:00,0.85,17841.0,United Kingdom
578620,21788,KIDS RAIN MAC BLUE,1,2011-11-24 15:21:00,0.85,17247.0,United Kingdom
565141,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-09-01 13:40:00,3.29,17841.0,United Kingdom
561808,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-07-29 15:11:00,0.85,13534.0,United Kingdom
540689,21733,RED HANGING HEART T-LIGHT HOLDER,860,2011-01-11 08:43:00,3.24,17450.0,United Kingdom
C537746,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-08 11:03:00,3.25,15021.0,United Kingdom
561502,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-27 14:14:00,2.95,14305.0,United Kingdom
549988,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2,2011-04-13 16:43:00,2.55,14367.0,United Kingdom
576879,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-11-16 16:52:00,4.25,18006.0,United Kingdom
549789,22712,CARD DOLLY GIRL ,12,2011-04-12 12:00:00,0.42,17160.0,United Kingdom
557636,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2011-06-21 15:41:00,12.75,17841.0,United Kingdom
572227,22818,CARD CHRISTMAS VILLAGE,12,2011-10-21 14:01:00,0.42,15051.0,United Kingdom
567959,20719,WOODLAND CHARLOTTE BAG,40,2011-09-23 09:13:00,0.85,12516.0,Germany
550512,22265,EASTER DECORATION NATURAL CHICK,3,2011-04-18 16:31:00,0.65,18069.0,United Kingdom
579938,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-12-01 10:18:00,3.75,14146.0,United Kingdom
550328,22616,PACK OF 12 LONDON TISSUES ,6,2011-04-17 13:18:00,0.29,17582.0,United Kingdom
545338,21385,IVORY HANGING DECORATION  HEART,4,2011-03-01 17:32:00,0.85,17449.0,United Kingdom
573377,22313,OFFICE MUG WARMER PINK,1,2011-10-30 13:51:00,2.95,14653.0,United Kingdom
545400,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-03-02 12:03:00,1.45,17048.0,United Kingdom
563205,22492,MINI PAINT SET VINTAGE ,36,2011-08-14 12:03:00,0.65,14040.0,United Kingdom
555539,21770,OPEN CLOSED METAL SIGN,1,2011-06-05 12:44:00,4.95,14472.0,United Kingdom
569207,22961,JAM MAKING SET PRINTED,24,2011-10-02 11:04:00,1.45,17811.0,United Kingdom
576070,23571,TRADITIONAL NAUGHTS & CROSSES,3,2011-11-13 15:58:00,1.65,13451.0,United Kingdom
580502,22422,TOOTHPASTE TUBE PEN,12,2011-12-04 13:15:00,0.12,16931.0,United Kingdom
562450,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-08-05 08:40:00,2.08,12562.0,France
557326,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-20 09:50:00,2.08,14194.0,United Kingdom
554825,22974,CHILDRENS DOLLY GIRL MUG,12,2011-05-26 14:45:00,1.65,16843.0,United Kingdom
540458,21239,PINK  POLKADOT CUP,8,2011-01-07 12:28:00,0.85,12501.0,Germany
557466,20677,PINK POLKADOT BOWL,16,2011-06-20 13:08:00,1.25,13815.0,Germany
567074,22382,LUNCH BAG SPACEBOY DESIGN ,5,2011-09-16 12:22:00,1.65,17068.0,United Kingdom
564079,22380,TOY TIDY SPACEBOY  ,5,2011-08-22 15:55:00,2.1,12627.0,Germany
577478,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,2011-11-20 11:33:00,0.65,15963.0,United Kingdom
570183,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-10-07 14:43:00,1.65,15208.0,United Kingdom
571187,22960,JAM MAKING SET WITH JARS,6,2011-10-14 11:39:00,4.25,12380.0,Belgium
574310,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-11-03 16:56:00,2.49,13467.0,United Kingdom
547359,47566,PARTY BUNTING,3,2011-03-22 12:27:00,4.95,15719.0,United Kingdom
581381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-12-08 12:54:00,2.08,16933.0,United Kingdom
577816,23503,PLAYING CARDS KEEP CALM & CARRY ON,24,2011-11-22 09:17:00,1.25,18139.0,United Kingdom
581179,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2011-12-07 15:43:00,1.65,12471.0,Germany
541987,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-01-24 16:05:00,1.25,14130.0,United Kingdom
573601,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2011-10-31 15:24:00,7.46,,United Kingdom
560434,22104,MIRROR MOSAIC CANDLE PLATE,1,2011-07-18 15:56:00,1.63,,United Kingdom
561043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-07-24 12:20:00,2.95,15708.0,United Kingdom
540907,20711,JUMBO BAG TOYS ,10,2011-01-12 11:52:00,1.95,13488.0,United Kingdom
563555,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-08-17 13:21:00,3.75,16755.0,United Kingdom
569015,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-09-30 09:20:00,2.95,13575.0,United Kingdom
578926,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-11-27 12:24:00,1.45,18156.0,United Kingdom
559542,22156,HEART DECORATION WITH PEARLS ,1,2011-07-10 13:32:00,0.85,17126.0,United Kingdom
563722,85175,CACTI T-LIGHT CANDLES,32,2011-08-18 16:32:00,0.42,17720.0,United Kingdom
577800,16237,SLEEPING CAT ERASERS,60,2011-11-21 17:00:00,0.21,15484.0,United Kingdom
551858,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-05-04 15:33:00,9.95,18041.0,United Kingdom
571231,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2011-10-14 14:22:00,5.95,15856.0,United Kingdom
572675,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-10-25 13:20:00,2.49,17917.0,United Kingdom
563728,22809,SET OF 6 T-LIGHTS SANTA,6,2011-08-18 17:09:00,2.95,17045.0,United Kingdom
566495,20727,LUNCH BAG  BLACK SKULL.,5,2011-09-13 11:14:00,1.65,15529.0,United Kingdom
558738,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-07-01 15:35:00,0.65,12922.0,United Kingdom
558862,21790,VINTAGE SNAP CARDS,12,2011-07-04 12:25:00,0.85,13901.0,United Kingdom
554081,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-22 11:47:00,1.95,13227.0,United Kingdom
577235,20728,LUNCH BAG CARS BLUE,10,2011-11-18 12:09:00,1.65,14367.0,United Kingdom
562444,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-04 18:44:00,2.08,14713.0,United Kingdom
551014,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-04-26 11:04:00,1.65,13209.0,United Kingdom
576300,23415,HOME SWEET HOME HOOK,1,2011-11-14 14:39:00,1.65,15058.0,United Kingdom
559459,22386,JUMBO BAG PINK POLKADOT,2,2011-07-08 12:53:00,2.08,15311.0,United Kingdom
540979,22896,PEG BAG APPLES DESIGN,6,2011-01-12 15:06:00,2.55,15727.0,United Kingdom
579161,22995,TRAVEL CARD WALLET SUKI,5,2011-11-28 13:56:00,0.42,17379.0,United Kingdom
556456,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-06-10 16:47:00,3.75,12748.0,United Kingdom
556882,20702,PINK PADDED MOBILE,4,2011-06-15 12:21:00,4.25,14395.0,United Kingdom
540180,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2011-01-05 13:05:00,8.5,15984.0,United Kingdom
581218,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-12-08 09:23:00,2.08,14191.0,United Kingdom
538067,22962,JAM JAR WITH PINK LID,6,2010-12-09 13:59:00,0.85,15288.0,United Kingdom
552247,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-05-06 19:48:00,1.25,12748.0,United Kingdom
559864,21654,RIDGED GLASS FINGER BOWL,36,2011-07-13 10:38:00,0.39,14916.0,United Kingdom
543507,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-09 10:49:00,1.95,15039.0,United Kingdom
576696,22952,60 CAKE CASES VINTAGE CHRISTMAS,10,2011-11-16 12:26:00,0.55,16669.0,United Kingdom
576060,23300,GARDENERS KNEELING PAD CUP OF TEA ,10,2011-11-13 15:25:00,1.65,13681.0,United Kingdom
550148,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-04-14 14:36:00,3.95,16882.0,United Kingdom
572224,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-21 13:46:00,2.08,16558.0,United Kingdom
551713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-03 15:12:00,2.95,16230.0,United Kingdom
539290,47420,ASSORTED COLOUR SUCTION CUP HOOK,48,2010-12-16 16:36:00,0.19,16271.0,United Kingdom
576650,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-11-16 10:34:00,2.08,14286.0,United Kingdom
550467,22501,PICNIC BASKET WICKER LARGE,1,2011-04-18 13:36:00,9.95,18009.0,United Kingdom
557615,22383,LUNCH BAG SUKI DESIGN ,20,2011-06-21 13:24:00,1.65,15498.0,United Kingdom
562539,21238,RED RETROSPOT CUP,2,2011-08-05 15:30:00,0.85,17220.0,United Kingdom
562892,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-10 12:24:00,1.25,16292.0,United Kingdom
578289,23110,PARISIENNE KEY CABINET ,1,2011-11-23 14:07:00,5.75,17841.0,United Kingdom
548511,22550,HOLIDAY FUN LUDO,2,2011-03-31 15:43:00,3.75,14056.0,United Kingdom
542905,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-02-01 15:11:00,2.1,12540.0,Spain
544912,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-02-24 15:12:00,0.65,18198.0,United Kingdom
557009,23080,RED METAL BOX TOP SECRET,2,2011-06-16 11:38:00,8.25,14321.0,United Kingdom
537775,22203,MILK PAN RED RETROSPOT,4,2010-12-08 12:41:00,3.75,17722.0,United Kingdom
556815,22741,FUNKY DIVA PEN,48,2011-06-15 08:36:00,0.85,14852.0,United Kingdom
561877,22343,PARTY PIZZA DISH RED RETROSPOT,12,2011-07-31 12:16:00,0.85,16401.0,United Kingdom
548987,22090,PAPER BUNTING RETROSPOT,1,2011-04-05 12:50:00,2.95,14535.0,United Kingdom
573001,22595,GINGHAM HEART DECORATION,12,2011-10-27 12:08:00,0.85,12841.0,United Kingdom
577723,22633,HAND WARMER UNION JACK,2,2011-11-21 12:36:00,2.1,16713.0,United Kingdom
566291,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-09-11 15:31:00,4.95,12965.0,United Kingdom
563021,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-08-11 13:25:00,3.75,18077.0,United Kingdom
562031,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-08-01 17:37:00,0.65,16984.0,United Kingdom
575607,21917,SET 12 KIDS  WHITE CHALK STICKS,2,2011-11-10 12:37:00,0.83,14096.0,United Kingdom
571690,17003,BROCADE RING PURSE ,36,2011-10-18 14:32:00,0.39,14191.0,United Kingdom
536528,21587,COSY HOUR GIANT TUBE MATCHES,1,2010-12-01 13:17:00,2.55,15525.0,United Kingdom
577880,23323,WHITE WICKER STAR ,6,2011-11-22 11:37:00,2.1,14515.0,United Kingdom
550964,23154,SET OF 4 JAM JAR MAGNETS,12,2011-04-21 16:48:00,2.08,15856.0,United Kingdom
579001,21588,RETROSPOT GIANT TUBE MATCHES,2,2011-11-27 16:19:00,2.55,15555.0,United Kingdom
